STATE;GRANTEE;OWNER;OBJECT_TYPE;TABLE_NAME;GRANTOR;PRIVILEGE;GRANTABLE;HIERARCHY
O;DBREAD;APEX_POSTIN;TABLE;POSTIN_SOUBOR;APEX_POSTIN;SELECT;NO;NO
O;DBREAD;APEX_POSTIN;TABLE;POSTIN_TAB;APEX_POSTIN;SELECT;NO;NO
