STATE;GRANTEE;OWNER;OBJECT_TYPE;TABLE_NAME;GRANTOR;PRIVILEGE;GRANTABLE;HIERARCHY
O;DBREAD;VBLCZ_APEX_200;TABLE;C_KLIENTVZDELANI_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;C_KLIENTZAMPOZICE_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_DOKLADOVOST_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_DOKLADOVOST_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_FINANCOVANITYP_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_FINANCOVANITYP_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_KONKURENCE_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_KONKURENCE_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_MBSAZBA_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_MBSAZBA_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_NABIDKASKUPINA_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_NABIDKASKUPINA_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_NABIDKASTAV_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_NABIDKASTAV_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_OBLASTPUVODU_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_OBLASTPUVODU_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_OLTYP_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_OLTYP_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENICENATYP_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENICENATYP_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENIINKASOTYP_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENIINKASOTYP_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENIPRIPTYP_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENIPRIPTYP_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENIRIZIKOTYP_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENIRIZIKOTYP_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENISPUCAST_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENISPUCAST_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENIUZAVRE_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENIUZAVRE_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENIZABEZ_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTENIZABEZ_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTOVNA_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_POJISTOVNA_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETDPBARVA_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPKAROSERIE_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPKAROSERIE_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPMODEL_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPMODEL_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETDPMODEL_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPMODRADA_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPMODRADA_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETDPMODRADAOA_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETDPMODRADAUA_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETDPMODVYBAVA_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPPALIVO_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPPALIVO_CIS;VBLCZ_APEX_200;SELECT;NO;NO
